timestep,episode,episode_reward,episode_length,loss,entropy,value_loss
200,1,52.267611,200,-2.2975826263427734,1.91202712059021,3.2624900341033936
400,2,122.021559,200,-0.2601938843727112,1.6891319751739502,0.23629061877727509
600,3,163.782463,200,1.1007583141326904,1.6979095935821533,4.079517364501953
800,4,67.233342,200,0.3882034420967102,1.536667823791504,3.135934352874756
1000,5,126.18536,200,-3.7776246070861816,1.540199637413025,23.972957611083984
1200,6,188.462521,200,2.584622859954834,1.3441123962402344,16.509593963623047
1400,7,89.315575,200,0.08802574872970581,1.5014220476150513,3.0388903617858887
1600,8,167.79295,200,-1.4240448474884033,1.6568485498428345,0.7111217379570007
1800,9,203.588352,200,2.008094072341919,1.6635162830352783,1.6332544088363647
1912,10,33.202215,112,8.608722686767578,1.6151307821273804,35.14678192138672
1970,11,33.389721,58,0.4325588643550873,1.5580809116363525,4.7822675704956055
2170,12,153.289534,200,7.040500640869141,1.4055452346801758,23.673748016357422
2370,13,368.1228,200,-0.06508591026067734,1.268459439277649,4.160091876983643
2450,14,108.026311,80,9.278038024902344,1.4932979345321655,33.06818389892578
2650,15,225.345721,200,-0.28533706068992615,1.5540751218795776,26.01760482788086
2803,16,66.133692,153,0.9468382000923157,1.47410249710083,1.369301438331604
3003,17,223.23104,200,-1.463544249534607,1.4177052974700928,6.936954498291016
3195,18,121.13912,192,0.017729949206113815,1.4022581577301025,2.261549472808838
3338,19,179.154418,143,-1.6403919458389282,1.4858447313308716,1.272735595703125
3538,20,331.889503,200,-2.1257452964782715,1.553039789199829,8.31640911102295
3727,21,200.121371,189,-7.2049665451049805,1.5003477334976196,43.30109405517578
3927,22,194.616123,200,-4.1286821365356445,1.304250717163086,7.344122409820557
4127,23,184.229165,200,7.576986789703369,1.2581002712249756,57.72119140625
4245,24,233.390267,118,1.5642099380493164,0.9670107960700989,3.291621446609497
4445,25,404.657114,200,5.987715721130371,1.2318075895309448,24.497529983520508
4632,26,298.485812,187,-0.1175103411078453,1.3378766775131226,3.7781453132629395
4832,27,706.530112,200,3.8031768798828125,1.082835078239441,15.618769645690918
5032,28,537.908801,200,-0.46272411942481995,0.9420755505561829,1.6680129766464233
5185,29,297.524453,153,0.01855001412332058,1.0240637063980103,3.1999850273132324
5265,30,265.166182,80,3.872154712677002,1.1778839826583862,75.5313720703125
5465,31,343.265889,200,-1.6603244543075562,1.0709654092788696,3.0187697410583496
5665,32,382.073415,200,0.6419914960861206,1.1569877862930298,53.3670768737793
5865,33,190.311131,200,-4.791417598724365,1.2766413688659668,51.71712112426758
6065,34,339.575065,200,-6.069817543029785,1.3472802639007568,22.400165557861328
6230,35,264.612972,165,27.46099281311035,1.2746837139129639,658.4776611328125
6430,36,602.276311,200,-4.4668073654174805,1.3155958652496338,11.658559799194336
6574,37,293.366453,144,-2.0588817596435547,1.2131370306015015,16.67763328552246
6756,38,377.852321,182,-12.060548782348633,1.1355644464492798,19.89491081237793
6956,39,356.530362,200,-3.552483081817627,1.2410016059875488,20.58944320678711
7069,40,290.02027,113,0.8947122693061829,0.9105185270309448,26.686203002929688
7269,41,465.689893,200,5.91426944732666,1.1971551179885864,31.080739974975586
7303,42,-1.431057,34,-1.2439936399459839,1.0584981441497803,2.653329610824585
7503,43,745.561729,200,1.3576939105987549,1.0024001598358154,4.623864650726318
7703,44,518.26611,200,17.904132843017578,1.1254888772964478,145.1903839111328
7903,45,512.829987,200,-1.142377257347107,0.9653352499008179,12.789831161499023
8103,46,690.180445,200,-2.095336675643921,1.0977067947387695,17.87379264831543
8303,47,513.898613,200,0.9600216746330261,1.14199697971344,3.4504122734069824
8503,48,569.175834,200,2.9684970378875732,1.0411834716796875,21.225013732910156
8703,49,615.702638,200,-1.323569416999817,1.0461475849151611,2.4401493072509766
8769,50,170.10592,66,2.0132384300231934,0.8383077383041382,6.552978515625
8969,51,541.570325,200,13.468615531921387,1.0085023641586304,177.00071716308594
9169,52,503.7796,200,0.35427477955818176,0.869091808795929,1.5446882247924805
9369,53,898.808887,200,5.272807598114014,1.086923360824585,51.97539138793945
9569,54,846.265735,200,-1.7105751037597656,0.8018710017204285,4.216835975646973
9648,55,263.74481,79,-7.638660430908203,0.9117840528488159,12.892184257507324
9848,56,706.651724,200,-1.7069905996322632,0.9135230779647827,6.812788486480713
10048,57,774.724419,200,0.008688567206263542,0.45964160561561584,7.808781623840332
10248,58,912.786381,200,3.1004891395568848,0.8093547821044922,29.430301666259766
10448,59,778.247807,200,3.907672882080078,0.785248875617981,20.337087631225586
10648,60,561.684041,200,0.6700412631034851,0.4525211453437805,38.88768768310547
10848,61,796.080776,200,1.9245269298553467,0.41752976179122925,149.02032470703125
11048,62,828.80861,200,2.373892307281494,0.7570761442184448,132.10684204101562
11242,63,741.441596,194,2.319812059402466,0.3889368176460266,14.094717025756836
11442,64,1057.490714,200,-2.8491785526275635,0.8877496719360352,22.63097381591797
11559,65,510.331246,117,3.5220627784729004,0.9494050741195679,18.095006942749023
11759,66,1027.65104,200,2.834498643875122,0.8820902705192566,67.43467712402344
11801,67,155.475649,42,94.23645782470703,0.8945172429084778,9589.5595703125
12001,68,1009.598566,200,-0.2735223174095154,1.022166132926941,1.5077307224273682
12144,69,446.054421,143,2.0564324855804443,0.7256642580032349,79.01953887939453
12344,70,1021.444972,200,1.4778316020965576,0.7209456562995911,56.993751525878906
12544,71,939.174145,200,0.8670980334281921,0.6012020111083984,8.572792053222656
12744,72,1044.374274,200,1.833452582359314,0.7785855531692505,30.356454849243164
12944,73,723.126365,200,1.4053442478179932,0.6607767343521118,13.8701810836792
13144,74,879.80384,200,1.1765670776367188,0.5883781313896179,12.498255729675293
13222,75,322.834777,78,0.7450157403945923,0.6858245134353638,4.84787654876709
13372,76,723.761929,150,0.7853018641471863,0.7513464093208313,2.7025394439697266
13572,77,851.312301,200,-0.32688117027282715,0.5392821431159973,2.7601895332336426
13772,78,715.659989,200,-1.6041234731674194,0.613179087638855,3.2656548023223877
13972,79,1116.751076,200,1.1245851516723633,0.6497547626495361,8.642460823059082
14172,80,1217.0809,200,0.3025488555431366,0.4018549919128418,117.14747619628906
14372,81,808.204442,200,0.6553412079811096,0.6703356504440308,5.033626079559326
