timestep,episode,episode_reward,episode_length,loss,entropy,value_loss
200,1,146.68717118609527,200,-0.0023662280291318893,1.9411205053329468,1903.7132568359375
400,2,-52.03115913668754,200,-0.006020297762006521,1.9412939548492432,259.714599609375
600,3,69.97938376047694,200,0.010529384016990662,1.941133737564087,884.8881225585938
800,4,-38.13308674480339,200,0.0120852654799819,1.9415111541748047,385.3807678222656
1000,5,23.29236616912793,200,-0.0023647593334317207,1.9413973093032837,503.227294921875
1200,6,68.31643277418611,200,0.00017844676040112972,1.9413186311721802,841.1235961914062
1400,7,14.766135523354693,200,0.0012411593925207853,1.9413875341415405,805.1959838867188
1600,8,93.67330169982375,200,-0.002922449028119445,1.9411916732788086,738.8299560546875
1800,9,96.70048576310012,200,0.003933966159820557,1.9413598775863647,1070.5877685546875
2000,10,47.84544961895272,200,-0.0023441314697265625,1.9418941736221313,541.288818359375
2200,11,71.55162289523011,200,0.0032005500979721546,1.9415051937103271,1586.7255859375
2400,12,77.56787146227181,200,-0.0019255017396062613,1.9417296648025513,1160.2210693359375
2600,13,-99.92040269891429,200,-0.0042084502056241035,1.9415427446365356,1391.6171875
2800,14,110.3887173335013,200,0.0013887023087590933,1.941567063331604,1442.047119140625
3000,15,0.8403570440626177,200,0.010088767856359482,1.9414558410644531,240.44886779785156
3200,16,55.024089942209265,200,0.0037624549586325884,1.9413650035858154,497.83056640625
3400,17,-67.58090691718084,200,0.00866771675646305,1.9417003393173218,538.759521484375
3600,18,-7.5594338988359615,200,0.006152038462460041,1.9415838718414307,38.27397537231445
3800,19,55.34781647705612,200,0.0011608696077018976,1.9418227672576904,313.74713134765625
4000,20,38.68816796965628,200,0.007271347101777792,1.941487193107605,240.09130859375
4200,21,-64.77421863877373,200,0.001598091097548604,1.9420182704925537,552.2146606445312
4400,22,19.92329059863959,200,0.0011915207142010331,1.9418163299560547,223.6018829345703
4600,23,25.603030259808282,200,0.012304925359785557,1.9420095682144165,239.63938903808594
4757,24,52.33747912389728,157,-0.0006349405739456415,1.9415870904922485,944.6781616210938
4957,25,57.65729440054481,200,0.00421218853443861,1.941667914390564,601.5945434570312
5157,26,69.13697404822184,200,0.0002493476786185056,1.9417155981063843,571.0433349609375
5357,27,74.47630576699996,200,-0.005036544520407915,1.9421299695968628,573.982177734375
5557,28,5.360405946895143,200,0.019055938348174095,1.941890835762024,146.0670623779297
5757,29,-16.98452921655371,200,0.005164413247257471,1.9415045976638794,208.655029296875
5957,30,12.882543491509113,200,0.005226478446274996,1.9420409202575684,100.60929107666016
6157,31,43.807801773961884,200,0.0032755278516560793,1.9419292211532593,380.9241027832031
6357,32,53.251684473417626,200,-0.0022925948724150658,1.9420455694198608,375.1424255371094
6557,33,-16.07593333651938,200,0.005015144124627113,1.9419798851013184,94.36312103271484
6757,34,-8.458739670603594,200,-0.007953967899084091,1.9423000812530518,218.994873046875
6957,35,47.30830237694079,200,-0.002075366908684373,1.94206964969635,380.30194091796875
7157,36,90.42078196599552,200,0.00817251205444336,1.942047357559204,1343.990966796875
7357,37,-28.564569471238553,200,-0.002906207926571369,1.9417306184768677,148.7701873779297
7557,38,59.94424320869797,200,0.00942010898143053,1.9418078660964966,274.4404296875
7757,39,15.713392848041822,200,0.0010847854427993298,1.9422374963760376,88.46038818359375
7957,40,-19.104581516770764,200,-0.0005088805919513106,1.9425512552261353,402.31304931640625
8157,41,80.79403263857407,200,-0.0042294692248106,1.9423950910568237,761.2431030273438
8357,42,28.607782753821542,200,-0.0012444972526282072,1.9422402381896973,233.9244842529297
8557,43,-14.316834066798524,200,0.0012586212251335382,1.9422725439071655,137.6951141357422
8757,44,74.76221105915825,200,0.003313083667308092,1.9422181844711304,688.1211547851562
8957,45,25.070983471936035,200,9.117125955526717e-06,1.9417402744293213,155.27325439453125
9157,46,97.04153039178382,200,-0.0035499476362019777,1.9420275688171387,782.3670654296875
9357,47,21.72849720816854,200,0.006079731043428183,1.9418565034866333,309.9436340332031
9557,48,40.12346271759894,200,0.0032472610473632812,1.9421263933181763,360.10113525390625
9757,49,33.300318031824496,200,-0.005345725920051336,1.9422965049743652,248.039306640625
