timestep,episode,episode_reward,episode_length,loss,entropy,value_loss
200,1,38.320556,200,0.030872320756316185,1.8552792072296143,0.1088440790772438
305,2,42.658057,105,-9.993809700012207,1.6901096105575562,21.556276321411133
505,3,70.262917,200,-5.648230075836182,1.7051891088485718,13.312914848327637
705,4,82.410992,200,9.448127746582031,1.71768319606781,28.018451690673828
747,5,21.030108,42,21.334318161010742,1.7133691310882568,120.54410552978516
947,6,114.479266,200,-2.9829201698303223,1.713775396347046,6.35597562789917
1128,7,84.149431,181,-4.472809791564941,1.5936908721923828,9.166311264038086
1328,8,174.776743,200,2.4543673992156982,1.3696002960205078,11.585640907287598
1522,9,-22.600804,194,-5.348296165466309,1.410709023475647,8.802449226379395
1596,10,-41.549244,74,-5.385364055633545,1.4753589630126953,5.154505729675293
1796,11,268.93334,200,-2.8280303478240967,1.3848601579666138,17.538970947265625
1996,12,228.303387,200,-0.8920882344245911,1.3488008975982666,3.7529594898223877
2196,13,181.285487,200,3.999830961227417,1.1576600074768066,17.786954879760742
2396,14,264.62521,200,-1.259718656539917,1.438666582107544,2.3756954669952393
2596,15,187.832557,200,-6.254792213439941,1.4095063209533691,18.466835021972656
2796,16,281.495581,200,4.024649143218994,1.03104829788208,52.645225524902344
2996,17,168.363934,200,-2.2935519218444824,0.9496849775314331,4.10984468460083
3196,18,248.993439,200,-1.0097858905792236,1.2813524007797241,4.400840759277344
3396,19,283.128033,200,0.1932832896709442,1.3493778705596924,0.5060749650001526
3515,20,102.947519,119,-5.022920608520508,1.3458305597305298,12.321557998657227
3715,21,359.28986,200,1.533502459526062,1.0973879098892212,16.763744354248047
3907,22,178.041746,192,0.44639188051223755,0.9211634397506714,2.888680934906006
4107,23,409.327118,200,-5.469249725341797,1.4036996364593506,38.746978759765625
4307,24,293.994555,200,-0.324139267206192,1.4139965772628784,2.133122205734253
4490,25,271.238563,183,3.853271007537842,1.3598603010177612,13.920768737792969
4690,26,269.134832,200,-2.0066370964050293,1.021179437637329,5.054059028625488
4890,27,789.473493,200,2.3792872428894043,0.6929246187210083,16.612571716308594
5083,28,236.947447,193,-1.3660404682159424,1.2446584701538086,3.449556827545166
5283,29,499.308716,200,1.6012754440307617,1.3873555660247803,4.59414005279541
5321,30,48.906236,38,0.07635478675365448,1.1206552982330322,7.672685146331787
5395,31,142.853733,74,0.1989385038614273,1.2714242935180664,0.6394035816192627
5595,32,335.286016,200,-0.5545833706855774,0.8067001104354858,4.131281852722168
5795,33,569.86386,200,-3.4245314598083496,0.764534592628479,14.109025955200195
5995,34,416.783604,200,1.032849907875061,1.0717483758926392,12.067092895507812
6195,35,527.853498,200,1.9564189910888672,1.206526279449463,3.069113254547119
6314,36,290.093875,119,-1.7947031259536743,1.1030266284942627,1.727368950843811
6431,37,482.858326,117,2.891434669494629,0.6958683133125305,19.991975784301758
6631,38,539.181161,200,1.1310263872146606,1.1196576356887817,2.5631353855133057
6824,39,497.580161,193,0.4306091368198395,1.074158787727356,7.359107971191406
7024,40,374.458243,200,-1.9214128255844116,0.9119529724121094,17.406578063964844
7224,41,550.097715,200,9.467496871948242,0.659925639629364,79.54683685302734
