timestep,episode,episode_reward,episode_length,loss,entropy,value_loss
200,1,162.38935,200,,,
400,2,-61.160098,200,136.08912658691406,1.9437723323702811,293.9357961654663
600,3,90.312748,200,61.863319396972656,1.9321475744247436,141.58216133117676
800,4,178.309381,200,68.24603271484375,1.9194878920912744,183.05565061569214
1000,5,54.767538,200,68.24603271484375,1.9194878920912744,183.05565061569214
1033,6,-1.456799,33,57.25957489013672,1.8851436376571655,142.1225061416626
1233,7,176.523618,200,57.25957489013672,1.8851436376571655,142.1225061416626
1433,8,78.34051,200,214.76206970214844,1.8849282830953598,383.2538013458252
1633,9,52.221645,200,40.53850173950195,1.8872577413916587,106.54443578720092
1750,10,0.461468,117,40.53850173950195,1.8872577413916587,106.54443578720092
1950,11,53.913156,200,61.2219123840332,1.8762787640094758,115.46783075332641
2150,12,165.039778,200,21.802549362182617,1.859756025671959,38.94442477226257
2350,13,116.786669,200,60.610321044921875,1.8379184558987618,140.53469829559327
2550,14,82.124157,200,60.610321044921875,1.8379184558987618,140.53469829559327
2750,15,119.417486,200,55.948184967041016,1.8025111004710197,116.42840404510498
2950,16,271.703375,200,128.69912719726562,1.7916891053318977,276.5516273498535
3150,17,195.021184,200,181.01109313964844,1.7416907608509065,288.6432654380798
3350,18,165.436876,200,131.09666442871094,1.7478265792131424,278.68335380554197
3550,19,216.986371,200,131.09666442871094,1.7478265792131424,278.68335380554197
3750,20,283.764255,200,230.51797485351562,1.7414179369807243,414.84517993927
3950,21,117.805836,200,211.1724853515625,1.7611493989825249,469.90402641296384
4010,22,85.032209,60,211.1724853515625,1.7611493989825249,469.90402641296384
4210,23,199.554749,200,201.39871215820312,1.7613453522324563,458.8025463104248
4410,24,205.162585,200,60.346439361572266,1.717605258524418,169.05920553207397
4610,25,272.735169,200,184.74087524414062,1.6723967283964156,329.8748443603516
4711,26,141.816106,101,184.74087524414062,1.6723967283964156,329.8748443603516
4911,27,229.427757,200,215.65557861328125,1.6920839488506316,452.35776672363284
5014,28,27.286503,103,215.65557861328125,1.6920839488506316,452.35776672363284
5214,29,222.968863,200,77.45893096923828,1.6521523967385292,165.09498329162597
5414,30,399.987865,200,647.677490234375,1.6429785758256912,1316.1427452087403
5614,31,222.354125,200,647.677490234375,1.6429785758256912,1316.1427452087403
5814,32,263.184274,200,214.3397216796875,1.6470995217561721,446.7971799850464
6014,33,374.094262,200,171.0101318359375,1.6264010041952133,502.2865840911865
6214,34,160.065403,200,336.9430236816406,1.6474714055657387,621.6651691436767
6247,35,7.166414,33,336.9430236816406,1.6474714055657387,621.6651691436767
6447,36,186.284108,200,200.03611755371094,1.6251579225063324,315.7844886779785
6647,37,467.184733,200,200.03611755371094,1.6251579225063324,315.7844886779785
6847,38,268.4182,200,633.0789794921875,1.607272817194462,1042.7812911987305
7047,39,455.277927,200,245.001708984375,1.59041336029768,566.230228805542
7247,40,471.363098,200,683.6653442382812,1.5919838041067123,1108.2858207702636
7447,41,279.839458,200,265.0369873046875,1.5933119669556617,794.1185676574707
7647,42,323.746305,200,265.0369873046875,1.5933119669556617,794.1185676574707
7847,43,311.024831,200,326.4007568359375,1.6038276225328445,613.9443565368653
8047,44,409.062119,200,446.0412292480469,1.5929162696003913,688.8781421661376
8247,45,618.123279,200,719.15576171875,1.5596038818359375,1212.617250061035
8381,46,303.420187,134,719.15576171875,1.5596038818359375,1212.617250061035
8581,47,451.963579,200,1121.96484375,1.5608393028378487,2627.68825378418
8781,48,337.010965,200,393.37664794921875,1.5759763076901436,773.06576461792
