timestep,episode,episode_reward,episode_length,loss,entropy,value_loss
200,1,46.25265,200,,,
400,2,26.439841,200,,,
600,3,17.531645,200,,,
792,4,2.886581,192,,,
992,5,-9.7612,200,,,
1192,6,87.745659,200,0.8462709188461304,,
1392,7,225.633149,200,1.7361681461334229,,
1582,8,108.42902,190,2.5525143146514893,,
1782,9,175.527556,200,0.4635796844959259,,
1982,10,272.612669,200,0.9970570206642151,,
2182,11,401.283901,200,0.6242045164108276,,
2382,12,329.326119,200,0.5601699352264404,,
2582,13,442.380786,200,4.851837158203125,,
2659,14,122.885586,77,0.9276403188705444,,
2859,15,552.334795,200,0.6608237028121948,,
3059,16,706.717643,200,2.886399269104004,,
3259,17,543.132565,200,0.7166409492492676,,
3374,18,299.539774,115,2.9586875438690186,,
3568,19,540.203193,194,1.3879144191741943,,
3768,20,904.482964,200,3.647663116455078,,
3968,21,1073.900502,200,1.3840364217758179,,
4168,22,987.854091,200,1.727365493774414,,
4368,23,871.06826,200,3.4756088256835938,,
4568,24,815.322798,200,1.1847236156463623,,
4768,25,1217.266474,200,1.2946717739105225,,
4968,26,1377.65207,200,1.8158204555511475,,
5168,27,1070.585378,200,1.8861782550811768,,
5368,28,1385.219654,200,2.5723280906677246,,
5568,29,1214.097701,200,9.579744338989258,,
5768,30,1431.462654,200,0.951738715171814,,
5968,31,1712.218543,200,1.0870769023895264,,
6168,32,1588.622678,200,14.394370079040527,,
6368,33,1345.350055,200,1.943416953086853,,
6568,34,1679.956393,200,15.103272438049316,,
6768,35,1627.063739,200,2.2294983863830566,,
6968,36,1852.263932,200,3.884122610092163,,
7168,37,1437.163543,200,1.3217343091964722,,
7368,38,1748.098,200,16.15791893005371,,
7568,39,1409.423485,200,8.645171165466309,,
7768,40,1507.137694,200,1.147913932800293,,
7968,41,1671.716855,200,9.172486305236816,,
8168,42,1561.843217,200,1.9180147647857666,,
8368,43,1527.237375,200,8.779252052307129,,
8568,44,2074.806148,200,1.6536734104156494,,
8768,45,1763.169792,200,1.539177656173706,,
8968,46,1358.185291,200,0.8953480124473572,,
9168,47,1708.032529,200,0.9747809767723083,,
9368,48,1305.811433,200,5.0055694580078125,,
9568,49,1846.584717,200,20.480300903320312,,
9768,50,1352.932926,200,1.8171470165252686,,
9968,51,1495.75132,200,12.9942626953125,,
10168,52,1579.204122,200,3.0893571376800537,,
10368,53,1644.883517,200,6.830698013305664,,
10568,54,1705.402371,200,1.59368097782135,,
10768,55,1873.438836,200,1.3047726154327393,,
10968,56,1631.093912,200,13.160798072814941,,
11168,57,1331.646521,200,32.44451904296875,,
11368,58,1371.553723,200,1.5574901103973389,,
11568,59,1330.083934,200,2.475351572036743,,
11768,60,1423.677163,200,2.0355710983276367,,
11968,61,1797.736761,200,1.482469081878662,,
12168,62,1443.261067,200,10.794120788574219,,
12368,63,1405.102274,200,9.1058931350708,,
12568,64,1829.234918,200,2.103821277618408,,
12768,65,1492.406148,200,2.47491455078125,,
12968,66,1836.008527,200,1.5172834396362305,,
13168,67,1451.175847,200,1.5636017322540283,,
13368,68,1423.140769,200,11.680281639099121,,
13568,69,1632.758379,200,3.7209908962249756,,
13768,70,1530.796135,200,19.184526443481445,,
13968,71,1191.481705,200,1.8196601867675781,,
14168,72,1657.462667,200,1.570418357849121,,
14368,73,1678.423589,200,9.541715621948242,,
14568,74,1755.307135,200,2.8479068279266357,,
14719,75,1000.460667,151,8.706796646118164,,
14919,76,1644.811374,200,6.211573123931885,,
15119,77,1531.548973,200,1.5061687231063843,,
15319,78,1628.213024,200,1.29496169090271,,
15519,79,1635.989641,200,2.227754592895508,,
15719,80,1387.19366,200,1.5694987773895264,,
15919,81,1681.242391,200,20.32351303100586,,
15990,82,660.716268,71,11.602575302124023,,
16190,83,1543.195669,200,1.4173743724822998,,
16390,84,2077.86566,200,1.7273094654083252,,
16590,85,1704.924816,200,7.359737396240234,,
16790,86,1617.619247,200,5.587281703948975,,
16990,87,1696.331248,200,11.420357704162598,,
17190,88,1859.827602,200,6.2835869789123535,,
17390,89,1247.516447,200,6.375938415527344,,
17590,90,1562.737862,200,1.5869601964950562,,
17790,91,1788.562998,200,9.091562271118164,,
17990,92,1546.999298,200,1.3860301971435547,,
18190,93,1398.466882,200,3.641814947128296,,
18390,94,1467.339762,200,14.813972473144531,,
18590,95,1695.773363,200,2.562229633331299,,
18790,96,1915.698069,200,27.896276473999023,,
18990,97,1297.715556,200,6.961310863494873,,
19190,98,1542.321064,200,6.086356163024902,,
19390,99,1447.449474,200,0.998369038105011,,
19590,100,1611.445703,200,10.108240127563477,,
19790,101,1261.171608,200,1.2525341510772705,,
19990,102,1959.553571,200,1.6697168350219727,,
20190,103,1235.967214,200,9.556960105895996,,
20390,104,1593.526741,200,1.6951953172683716,,
20419,105,63.29829,29,5.168286323547363,,
20558,106,1237.382791,139,1.6337497234344482,,
20758,107,1445.465929,200,7.128835201263428,,
20958,108,1685.19906,200,1.4440836906433105,,
21158,109,1431.202854,200,6.243049621582031,,
21358,110,1305.414068,200,18.246469497680664,,
21558,111,1647.253097,200,19.403194427490234,,
21758,112,1448.500779,200,10.335104942321777,,
21958,113,1249.444955,200,10.498579025268555,,
22158,114,1708.049915,200,15.323907852172852,,
22222,115,355.921205,64,1.9877393245697021,,
22422,116,1361.893113,200,17.9052791595459,,
22622,117,1422.427061,200,3.619933843612671,,
22822,118,1553.563544,200,2.1142430305480957,,
23022,119,1758.150688,200,1.9887869358062744,,
23222,120,1369.262152,200,6.887679576873779,,
23422,121,1897.777606,200,1.18641996383667,,
23622,122,1323.236563,200,1.3362321853637695,,
23658,123,41.546513,36,1.2476379871368408,,
23858,124,1509.772944,200,1.4948093891143799,,
24058,125,1400.309378,200,11.159751892089844,,
24258,126,1857.993403,200,2.132706642150879,,
24458,127,1019.411546,200,3.154047966003418,,
24604,128,873.56341,146,7.26215124130249,,
24804,129,1646.992216,200,6.6309428215026855,,
25004,130,1449.301853,200,7.916436195373535,,
25204,131,1509.490302,200,1.734593152999878,,
25358,132,1337.204068,154,1.8307584524154663,,
25558,133,1637.402718,200,16.6638240814209,,
25658,134,417.034361,100,7.991115093231201,,
25858,135,1789.92544,200,1.1578295230865479,,
26058,136,1167.13672,200,1.8256564140319824,,
26258,137,1524.735505,200,1.5146770477294922,,
26458,138,1940.543478,200,1.2909514904022217,,
26658,139,1430.385354,200,1.7446351051330566,,
26858,140,1607.741848,200,8.455667495727539,,
26884,141,55.793565,26,1.219557762145996,,
27084,142,1513.465494,200,12.933937072753906,,
27284,143,1654.17923,200,1.6715182065963745,,
27484,144,1256.485126,200,1.748612642288208,,
27684,145,1413.954316,200,10.271799087524414,,
27884,146,1675.943993,200,1.5388388633728027,,
28084,147,1420.311064,200,9.205134391784668,,
28284,148,1541.228582,200,1.2493230104446411,,
28308,149,28.388244,24,14.955472946166992,,
28508,150,1395.229195,200,6.084293365478516,,
28708,151,1489.211297,200,7.645277500152588,,
28908,152,1497.633736,200,26.17074966430664,,
29108,153,2014.891587,200,1.635343074798584,,
29308,154,1668.454891,200,1.4502813816070557,,
29508,155,1825.148423,200,7.4958086013793945,,
29708,156,1597.664066,200,0.9025214910507202,,
29908,157,1623.545894,200,6.69427490234375,,
30108,158,1741.305977,200,7.479698657989502,,
30218,159,1026.708948,110,1.3343658447265625,,
30418,160,1865.637674,200,14.75538444519043,,
30618,161,1321.495901,200,1.059207558631897,,
30765,162,1127.318414,147,1.5774517059326172,,
